1,52,52
2,74,74
3,93,93
4,118,118
5,167,167
6,261,261
7,366,366
8,372,372
9,378,378
10,383,383
11,430,430
12,436,436
13,539,539
14,595,595
15,604,608
16,612,612
17,645,645
18,689,689
19,700,708
20,727,727
21,756,756
22,764,764
23,783,783
24,804,808
25,819,819
26,873,873
27,904,908
28,932,932
29,937,937
30,942,942
31,980,980
32,1040,1040
33,1057,1057
34,1084,1084
35,1094,1094
36,1210,1210
37,1293,1293
38,1310,1310
39,1361,1361
40,1446,1446
41,1449,1449
42,1527,1527
43,1553,1553
44,1554,1554
45,1571,1571
46,1595,1595
47,1638,1638
48,1660,1660
49,1821,1821
50,1874,1874
51,1895,1895
52,1932,1932
53,1934,1934
54,2017,2017
55,2051,2051
56,2074,2074
57,2089,2089
58,2272,2272
59,2291,2291
60,2326,2326
61,2351,2351
62,2457,2457
63,2464,2464
64,2468,2468
65,2483,2483
66,2496,2496
67,2510,2511
68,2569,2569
69,2618,2618
70,2665,2665
71,2775,2775
72,2832,2832
73,2882,2882
74,3067,3067
75,3192,3192
76,3245,3245
77,3266,3266
78,3269,3269
79,3282,3282
80,3294,3294
81,3336,3336
82,3506,3507
83,3527,3527
84,3577,3577
85,3581,3581
86,3732,3732
87,3783,3783
88,3864,3864
89,3900,3908
90,3932,3932
91,3934,3934
92,3935,3935
93,3956,3956
94,3967,3968
95,3971,3971
96,3972,3973
97,4067,4067
98,4078,4078
99,4116,4116
100,4260,4260
101,4289,4289
102,4291,4291
103,4294,4294
104,4383,4383
105,4409,4410
106,4427,4427
107,4497,4497
108,4501,4508
109,4528,4528
110,4631,4631
111,4657,4657
112,4689,4689
113,4711,4711
114,4744,4744
115,4750,4750
116,4782,4782
117,4795,4795
118,4811,4812
119,4827,4827
120,4851,4851
121,4908,4908
122,4958,4958
123,4973,4973
124,5033,5033
125,5056,5056
126,5070,5070
127,5159,5159
128,5177,5177
129,5179,5179
130,5192,5192
131,5197,5198
132,5293,5293
133,5327,5327
134,5362,5362
135,5372,5372
136,5385,5385
137,5438,5438
138,5509,5509
139,5530,5530
140,5704,5707
141,5743,5743
142,5803,5807
143,5830,5830
144,5849,5849
145,5856,5856
146,5894,5894
147,5912,5912
148,5943,5943
149,5951,5951
150,6045,6045
151,6062,6062
152,6088,6088
153,6126,6126
154,6136,6136
155,6137,6137
156,6177,6177
157,6289,6289
158,6299,6299
159,6322,6322
160,6327,6327
161,6336,6336
162,6455,6455
163,6618,6618
164,6716,6716
165,6729,6729
166,6833,6833
167,6845,6845
168,6846,6846
169,7036,7036
170,7042,7042
171,7046,7046
172,7091,7091
173,7103,7108
174,7110,7111
175,7121,7121
176,7145,7145
177,7164,7164
178,7248,7248
179,7289,7289
180,7374,7374
181,7391,7391
182,7449,7449
183,7554,7554
184,7579,7579
185,7699,7699
186,7739,7739
187,7769,7769
188,7856,7856
189,7929,7929
190,7939,7939
191,7977,7977
192,8006,8008
193,8064,8064
194,8075,8075
195,8093,8093
196,8095,8095
197,8104,8110
198,8161,8161
199,8165,8165
200,8336,8336
201,8375,8375
202,8386,8386
203,8398,8398
204,8505,8507
205,8520,8520
206,8573,8573
207,8607,8608
208,8613,8613
209,8648,8648
210,8656,8656
211,8675,8675
212,8706,8708
213,8769,8769
214,8804,8808
215,8827,8827
216,8828,8828
217,8850,8850
218,8886,8886
219,8888,8888
220,8896,8896
221,8951,8951
222,8955,8955
223,8996,8996
224,9060,9060
225,9066,9066
226,9069,9069
227,9113,9113
228,9114,9114
229,9132,9132
230,9137,9137
231,9139,9140
232,9149,9150
233,9224,9224
234,9239,9239
235,9248,9248
236,9264,9264
237,9297,9297
238,9369,9369
239,9387,9387
240,9435,9435
241,9436,9436
242,9479,9479
243,9547,9547
244,9604,9607
245,9615,9615
246,9689,9689
247,9709,9710
248,9729,9729
249,9730,9730
250,9898,9898
251,9995,9995
